Complaint number,Complaint filed against,Complaint filed by,Reason complaint filed,Confirmed complaint,How resolved,Received date,Closed date,Complaint type,Coverage type,Coverage level,Others involved,Respondent ID,Respondent Role,Respondent type,Complainant type,Keywords
361278,State Farm Mutual Automobile Insurance Company,Third Party,Cust Service Claim Handling; Delays (Claims Handling),No,Information Furnished,4/25/2023,4/27/2023,Property and Casualty,Automobile,Individual Private Pass,Associated Subject Person; Portal - Agent/Adjuster; Portal - Company; Portal - Insured,1510,Ins Co - Licensed/Active,Organization,INDV,ADJUSTER'S HANDLING
361280,State Farm Lloyds,Other,Unsatisfactory Settle/Offer,No,Question of Fact; Additional Payment Expected; Information Furnished,4/25/2023,7/8/2023,Property and Casualty,Homeowners,Homeowners,Portal - Agent/Adjuster; Portal - Company; Portal - Insured,3105,Ins Co - Licensed/Active,Organization,INDV,ADJUSTER'S HANDLING; WATER DAMAGE
361290,State Farm Mutual Automobile Insurance Company,Other,Unsatisfactory Settle/Offer,Yes,Corrective Action Taken; Additional Monies Received; Claim Settled,4/25/2023,6/9/2023,Property and Casualty,Homeowners,Homeowners,Correspondent Person; Portal - Agent/Adjuster,1510,Ins Co - Licensed/Active,Organization,INDV,ACV; DEPRECIATION; ROOF
361313,State Farm Lloyds,Other,Delays (Claims Handling),No,Additional Payment Expected; Information Furnished,4/26/2023,1/18/2024,Property and Casualty,Homeowners,Homeowners,Associated Subject Company; Portal - Agent/Adjuster; Portal - Company; Portal - Insured,3105,Ins Co - Licensed/Active,Organization,INDV,ADJUSTER'S HANDLING
361315,State Farm Mutual Automobile Insurance Company,Third Party,Cust Service Claim Handling; Liability Dispute,No,Additional Payment Expected; Question of Fact,4/26/2023,4/28/2023,Property and Casualty,Automobile,Individual Private Pass,Portal - Insured; Portal - Other Company,1510,Ins Co - Licensed/Active,Organization,INDV,ADJUSTER'S HANDLING; DAMAGE DISPUTE; TOTAL LOSS
361318,State Farm Lloyds,Other,Cust Service Claim Handling; Delays (Claims Handling),No,Information Furnished; Question of Fact,4/26/2023,7/19/2023,Property and Casualty,Homeowners,Homeowners,Associated Subject Person; Correspondent Person; Insured,3105,Ins Co - Licensed/Active,Organization,ORG,ADJUSTER'S HANDLING; HAIL; ROOF
361334,State Farm Mutual Automobile Insurance Company,Insured,Cust Service Claim Handling; Delays (Claims Handling),No,Company Position Upheld; Question of Fact; Information Furnished,4/26/2023,6/26/2023,Property and Casualty,Automobile,Individual Private Pass,Associated Subject Company; Associated Subject Person; Portal - Agent/Adjuster; Portal - Company; Portal - Insured,1510,Ins Co - Licensed/Active,Organization,INDV,ADJUSTER'S HANDLING; TOTAL LOSS
361362,State Farm Lloyds,Insured,Unsatisfactory Settle/Offer,No,Information Furnished; Company Position Upheld; Contract Language/Legal Issue,4/26/2023,6/26/2023,Property and Casualty,Homeowners,Homeowners,Portal - Company; Portal - Insured,3105,Ins Co - Licensed/Active,Organization,INDV,ADJUSTER'S HANDLING; HAIL; ROOF
361367,State Farm Lloyds,Insured,Cust Service Claim Handling; Delays (Claims Handling); Unsatisfactory Settle/Offer,No,Additional Payment Expected; Contract Language/Legal Issue; Question of Fact,4/26/2023,7/21/2023,Property and Casualty,Homeowners,Homeowners,Portal - Company; Portal - Insured,3105,Ins Co - Licensed/Active,Organization,INDV,2021 February Ice Storm; ADJUSTER'S HANDLING; PLUMBING; WATER DAMAGE
361376,State Farm Fire and Casualty Company,Attorney,Unsatisfactory Settle/Offer,Yes,Claim Settled; Corrective Action Taken,4/26/2023,7/13/2023,Property and Casualty,Automobile,Individual Private Pass,Portal - Agent/Adjuster; Portal - Attorney; Portal - Company,1507,Ins Co - Licensed/Active,Organization,INDV,ADJUSTER'S HANDLING
361396,State Farm Mutual Automobile Insurance Company,Third Party,Unsatisfactory Settle/Offer,No,Additional Payment Expected; Information Furnished; Question of Fact,4/26/2023,4/28/2023,Property and Casualty,Automobile,Individual Private Pass,Portal - Insured; Portal - Other Company,1510,Ins Co - Licensed/Active,Organization,INDV,DAMAGE DISPUTE
361398,State Farm Mutual Automobile Insurance Company,Insured,Cust Service Claim Handling; Delays (Claims Handling); Unsatisfactory Settle/Offer,No,Contract Language/Legal Issue; Additional Payment Expected,4/26/2023,6/16/2023,Property and Casualty,Automobile,Individual Private Pass,Portal - Agent/Adjuster; Portal - Company,1510,Ins Co - Licensed/Active,Organization,INDV,ADJUSTER'S HANDLING; AFTERMARKET PARTS
361405,State Farm Mutual Automobile Insurance Company,Third Party,Cust Service Claim Handling; Unsatisfactory Settle/Offer,No,Information Furnished,4/27/2023,4/28/2023,Property and Casualty,Automobile,Individual Private Pass,Insured; Portal - Insured; Portal - Other Company,1510,Ins Co - Licensed/Active,Organization,INDV,ADJUSTER'S HANDLING; DIMINISHED VALUE
361441,State Farm Lloyds,Insured,Cust Service Claim Handling; Unsatisfactory Settle/Offer,Yes,Claim Settled; Corrective Action Taken,4/27/2023,6/26/2023,Property and Casualty,Homeowners,Homeowners,Portal - Company,3105,Ins Co - Licensed/Active,Organization,INDV,ACV; ADJUSTER'S HANDLING; ROOF
361447,State Farm Lloyds,Insured,Unsatisfactory Settle/Offer,No,Additional Payment Expected; Contract Language/Legal Issue,4/27/2023,7/27/2023,Property and Casualty,Homeowners,Homeowners,Portal - Agent/Adjuster; Portal - Company,3105,Ins Co - Licensed/Active,Organization,INDV,2021 February Ice Storm
361453,State Farm Lloyds,Insured,Unsatisfactory Settle/Offer,No,Appraisal Process Invoked; Contract Language/Legal Issue; Claim Settled,4/27/2023,7/18/2023,Property and Casualty,Homeowners,Homeowners,Portal - Company,3105,Ins Co - Licensed/Active,Organization,INDV,ADJUSTER'S HANDLING; APPRAISAL; HAIL; ROOF; WATER DAMAGE
361459,State Farm Mutual Automobile Insurance Company,Third Party,Liability Dispute,No,Question of Fact; Additional Payment Expected,4/27/2023,5/9/2023,Property and Casualty,Automobile,Individual Private Pass,Portal - Insured; Portal - Other Company,1510,Ins Co - Licensed/Active,Organization,INDV,ADJUSTER'S HANDLING; DAMAGE DISPUTE; DIMINISHED VALUE
361472,State Farm Mutual Automobile Insurance Company,Third Party,Cust Service Claim Handling; Liability Dispute,No,Question of Fact; Additional Payment Expected; Additional Monies Received,4/27/2023,4/28/2023,Property and Casualty,Automobile,Individual Private Pass,Associated Subject Person; Portal - Agent/Adjuster; Portal - Insured; Portal - Other Company,1510,Ins Co - Licensed/Active,Organization,INDV,ADJUSTER'S HANDLING; DAMAGE DISPUTE
361476,State Farm Mutual Automobile Insurance Company,Other,Unsatisfactory Settle/Offer,No,Information Furnished; Additional Monies Received; Corrective Action Taken,4/27/2023,7/14/2023,Property and Casualty,Automobile,Individual Private Pass,Associated Subject Person; Portal - Insured,1510,Ins Co - Licensed/Active,Organization,INDV,
361498,State Farm County Mutual Insurance Company of Texas,Insured,Cust Service Claim Handling; Unsatisfactory Settle/Offer,No,Claim Settled; Information Furnished; Contract Language/Legal Issue,4/27/2023,7/13/2023,Property and Casualty,Automobile,Individual Private Pass,Portal - Company; Portal - Other Company,1506,Ins Co - Licensed/Active,Organization,INDV,ADJUSTER'S HANDLING; DAMAGE DISPUTE; REPAIR CHOICE
361531,State Farm Mutual Automobile Insurance Company,Third Party,Delays (Claims Handling); Unsatisfactory Settle/Offer,No,Company Position Upheld; Additional Payment Expected; Information Furnished,4/28/2023,6/8/2023,Property and Casualty,Automobile,Individual Private Pass,Associated Subject Person; Insured; Portal - Attorney; Portal - Company; Portal - Insured,1510,Ins Co - Licensed/Active,Organization,INDV,ADJUSTER'S HANDLING; DIMINISHED VALUE
361539,State Farm Mutual Automobile Insurance Company,Insured,Delays (Policyholder Service),No,Contract Language/Legal Issue; Information Furnished; Policy Issued/Restored,4/28/2023,7/7/2023,Property and Casualty,Automobile,Individual Private Pass,Portal - Company; Portal - Insured,1510,Ins Co - Licensed/Active,Organization,INDV,
361546,State Farm Lloyds,Insured,Cust Service Claim Handling; Delays (Claims Handling),No,Additional Monies Received; Information Furnished; Contract Language/Legal Issue,4/28/2023,7/13/2023,Property and Casualty,Homeowners,Homeowners,Portal - Agent/Adjuster; Portal - Company; Portal - Insured,3105,Ins Co - Licensed/Active,Organization,INDV,ADJUSTER'S HANDLING; WATER DAMAGE
361562,State Farm Mutual Automobile Insurance Company,Insured,Cancellation; Premium and Rating; Refund Of Premium,Yes,Question of Fact; Contract Language/Legal Issue; Policy Issued/Restored,4/28/2023,7/13/2023,Property and Casualty,Automobile,Individual Private Pass,Portal - Agent/Adjuster; Portal - Company; Portal - Insured,1510,Ins Co - Licensed/Active,Organization,INDV,
361583,State Farm Mutual Automobile Insurance Company,Third Party,Cust Service Claim Handling; Delays (Claims Handling),No,Contract Language/Legal Issue; Information Furnished,4/28/2023,5/1/2023,Property and Casualty,Automobile,Individual Private Pass,Portal - Agent/Adjuster; Portal - Insured,1510,Ins Co - Licensed/Active,Organization,INDV,ADJUSTER'S HANDLING
361604,State Farm Lloyds,Insured,Denial Of Claim,No,Company Position Upheld; Question of Fact; Contract Language/Legal Issue,4/29/2023,7/7/2023,Property and Casualty,Homeowners,Homeowners,Associated Subject Company; Associated Subject Person; Portal - Company; Portal - Insured,3105,Ins Co - Licensed/Active,Organization,INDV,FOUNDATION ; PLUMBING; WATER DAMAGE
361608,State Farm Mutual Automobile Insurance Company,Insured,Premium and Rating; Use Of Clue Reports,No,Question of Fact; Information Furnished,5/1/2023,5/26/2023,Portal,Automobile,Individual Private Pass,Portal - Company,1510,Ins Co - Licensed/Active,Organization,INDV,
361610,State Farm Mutual Automobile Insurance Company,Third Party,Liability Dispute,No,Question of Fact; Information Furnished,5/1/2023,5/1/2023,Property and Casualty,Automobile,Individual Private Pass,Portal - Insured; Portal - Other Company,1510,Ins Co - Licensed/Active,Organization,INDV,DAMAGE DISPUTE; TOTAL LOSS
361628,State Farm Lloyds,Insured,Unsatisfactory Settle/Offer,Yes,Claim Settled; Information Furnished; Question of Fact,5/1/2023,6/11/2023,Property and Casualty,Homeowners,Homeowners,Portal - Company; Portal - Insured,3105,Ins Co - Licensed/Active,Organization,INDV,DEPRECIATION; PLUMBING; WATER DAMAGE
361700,State Farm Mutual Automobile Insurance Company,Third Party,Liability Dispute,No,Question of Fact; Additional Payment Expected,5/1/2023,5/2/2023,Property and Casualty,Automobile,Individual Private Pass,Portal - Insured; Portal - Other Company,1510,Ins Co - Licensed/Active,Organization,INDV,ADJUSTER'S HANDLING; DAMAGE DISPUTE; UNCOOPERATIVE INSURED
361724,State Farm Mutual Automobile Insurance Company,Insured,Cust Service Claim Handling; Unsatisfactory Settle/Offer,No,Claim Settled,5/1/2023,5/30/2023,Property and Casualty,Automobile,Mobile Owners,Portal - Company,1510,Ins Co - Licensed/Active,Organization,INDV,ADJUSTER'S HANDLING; AFTERMARKET PARTS
361728,State Farm Lloyds,Other,Cust Service Claim Handling; Delays (Claims Handling); Unsatisfactory Settle/Offer,No,Information Furnished; Contract Language/Legal Issue; Claim Settled,5/1/2023,7/20/2023,Property and Casualty,Homeowners,Homeowners,Associated Subject Person; Portal - Agent/Adjuster; Portal - Company; Portal - Insured,3105,Ins Co - Licensed/Active,Organization,INDV,ADJUSTER'S HANDLING; APPRAISAL; HAIL; ROOF; WATER DAMAGE
361750,State Farm Lloyds,Insured,Unsatisfactory Settle/Offer,No,Contract Language/Legal Issue; Question of Fact; Claim Settled,5/2/2023,7/14/2023,Property and Casualty,Homeowners,Homeowners,Associated Subject Company,3105,Ins Co - Licensed/Active,Organization,INDV,LOSS OF USE; SUPPLY SHORTAGE
361804,State Farm Mutual Automobile Insurance Company,Third Party,Delays (Claims Handling),No,Additional Payment Expected; Question of Fact; Information Furnished,5/2/2023,5/3/2023,Property and Casualty,Automobile,Individual Private Pass,Portal - Insured; Portal - Other Company,1510,Ins Co - Licensed/Active,Organization,INDV,ACV; TOTAL LOSS
361805,State Farm Mutual Automobile Insurance Company,Third Party,Unsatisfactory Settle/Offer,No,Additional Payment Expected; Question of Fact; Information Furnished,5/2/2023,5/3/2023,Property and Casualty,Automobile,Individual Private Pass,Portal - Insured; Portal - Other Company,1510,Ins Co - Licensed/Active,Organization,INDV,DIMINISHED VALUE
361815,State Farm Mutual Automobile Insurance Company,Insured,Cust Service Claim Handling,No,Information Furnished,5/2/2023,8/2/2023,Property and Casualty,Automobile,Individual Private Pass,Portal - Company; Portal - Insured,1510,Ins Co - Licensed/Active,Organization,INDV,TOTAL LOSS
361819,State Farm Mutual Automobile Insurance Company,Third Party,Cust Service Claim Handling; Liability Dispute,No,Question of Fact; Additional Payment Expected; Additional Monies Received,5/2/2023,5/3/2023,Property and Casualty,Automobile,Individual Private Pass,Associated Subject Person; Portal - Agency; Portal - Agent/Adjuster; Portal - Insured; Portal - Other Company,1510,Ins Co - Licensed/Active,Organization,INDV,ADJUSTER'S HANDLING; DAMAGE DISPUTE; DIMINISHED VALUE
361853,State Farm Mutual Automobile Insurance Company,Insured,Cust Service Claim Handling; Delays (Claims Handling),No,Contract Language/Legal Issue; Information Furnished; Question of Fact,5/2/2023,6/2/2023,Property and Casualty,Automobile,Individual Private Pass,Portal - Company; Portal - Insured,1510,Ins Co - Licensed/Active,Organization,INDV,ADJUSTER'S HANDLING; LOSS OF USE; REPAIR CHOICE; TOTAL LOSS
361873,State Farm Mutual Automobile Insurance Company,Third Party,Cust Service Claim Handling; Liability Dispute,No,Additional Payment Expected; Question of Fact,5/3/2023,5/4/2023,Property and Casualty,Automobile,Individual Private Pass,Portal - Attorney; Portal - Insured; Portal - Other Company,1510,Ins Co - Licensed/Active,Organization,INDV,ADJUSTER'S HANDLING; DAMAGE DISPUTE
361891,State Farm Lloyds,Insured,Cust Service Claim Handling; Delays (Claims Handling); Unsatisfactory Settle/Offer,No,Additional Monies Received; Question of Fact; Additional Payment Expected,5/3/2023,7/18/2023,Property and Casualty,Homeowners,Rental,Associated Subject Person,3105,Ins Co - Licensed/Active,Organization,INDV,ADJUSTER'S HANDLING; FOOD SPOILAGE; LOSS OF USE
361944,State Farm Mutual Automobile Insurance Company,Insured,Premium and Rating,No,Contract Language/Legal Issue; Company Position Upheld,5/3/2023,7/2/2023,Property and Casualty,Automobile,Individual Private Pass,Portal - Company,1510,Ins Co - Licensed/Active,Organization,INDV,
361949,State Farm Lloyds,Insured,Cust Service Claim Handling; Delays (Claims Handling); Unsatisfactory Settle/Offer,No,Information Furnished; Contract Language/Legal Issue; Question of Fact,5/3/2023,7/25/2023,Property and Casualty,Homeowners,Homeowners,Associated Subject Person; Portal - Agent/Adjuster; Portal - Attorney; Portal - Company; Portal - Insured,3105,Ins Co - Licensed/Active,Organization,INDV,2021 February Ice Storm; ADJUSTER'S HANDLING; APPRAISAL; DEDUCTIBLE
361954,State Farm Mutual Automobile Insurance Company,Third Party,Unsatisfactory Settle/Offer,No,Question of Fact; Additional Payment Expected,5/3/2023,5/4/2023,Property and Casualty,Automobile,Individual Private Pass,Portal - Insured; Portal - Other Company,1510,Ins Co - Licensed/Active,Organization,INDV,ADJUSTER'S HANDLING; DAMAGE DISPUTE; LOSS OF USE
361956,State Farm Lloyds,Insured,Unsatisfactory Settle/Offer,Yes,Corrective Action Taken; Question of Fact; Claim Settled,5/4/2023,6/29/2023,Property and Casualty,Homeowners,Homeowners,Portal - Agent/Adjuster; Portal - Insured,3105,Ins Co - Licensed/Active,Organization,INDV,WATER DAMAGE
361993,State Farm Lloyds,Insured,Cust Service Claim Handling; Delays (Claims Handling); Unsatisfactory Settle/Offer,No,Company Position Upheld; Information Furnished,5/4/2023,8/5/2023,Property and Casualty,Homeowners,Homeowners,Associated Subject Company; Associated Subject Person; Portal - Company; Portal - Insured,3105,Ins Co - Licensed/Active,Organization,INDV,ADJUSTER'S HANDLING; DAMAGE DISPUTE; ROOF
